mal_id	title	season	genres	type	episodes	score	members	img	prequels_id	is_sequel
1599	Eat-Man '98	Fall 1998	{'Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power'}	TV	12	6.85	3639	https://cdn.myanimelist.net/images/anime/11/20146.jpg	{1704}	False
10348	Fireball Charming	Spring 2011	{'Sci-Fi'}	TV	13	6.85	6669	https://cdn.myanimelist.net/images/anime/4/28791.jpg	{}	False
2280	Hare Tokidoki Buta (TV)	Summer 1997	{'Comedy'}	TV	61	6.85	794	https://cdn.myanimelist.net/images/anime/1/2515.jpg	{}	False
30651	Itoshi no Muco	Fall 2015	{'Slice of Life', 'Comedy'}	TV	25	6.85	5744	https://cdn.myanimelist.net/images/anime/10/76473.jpg	{}	False
17497	Jewelpet Happiness	Spring 2013	{'Fantasy', 'Magic', 'Shoujo'}	TV	52	6.85	1982	https://cdn.myanimelist.net/images/anime/5/47697.jpg	{12963}	False
146	Kono Minikuku mo Utsukushii Sekai	Spring 2004	{'Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi'}	TV	12	6.85	49094	https://cdn.myanimelist.net/images/anime/10/21035.jpg	{}	False
554	Koutetsu Tenshi Kurumi	Fall 1999	{'Adventure', 'Comedy', 'Drama', 'Historical', 'Mecha', 'Military', 'Romance', 'Shounen'}	TV	24	6.85	18780	https://cdn.myanimelist.net/images/anime/1036/97570.jpg	{}	False
8410	Metal Fight Beyblade: Baku	Spring 2010	{'Adventure', 'Comedy', 'Sports'}	TV	51	6.85	15557	https://cdn.myanimelist.net/images/anime/12/26363.jpg	{5962}	False
89	Mobile Suit Victory Gundam	Spring 1993	{'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha'}	TV	51	6.85	16984	https://cdn.myanimelist.net/images/anime/6/9993.jpg	{88}	False
37202	Radiant	Fall 2018	{'Action', 'Adventure', 'Magic', 'Fantasy'}	TV	21	6.85	66271	https://cdn.myanimelist.net/images/anime/1318/95345.jpg	{}	False
30749	Saijaku Muhai no Bahamut	Winter 2016	{'Action', 'Harem', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'Mecha', 'School'}	TV	12	6.85	187894	https://cdn.myanimelist.net/images/anime/12/76664.jpg	{}	False
28391	Ao no Kanata no Four Rhythm	Winter 2016	{'Sci-Fi', 'Sports', 'Drama', 'School'}	TV	12	6.84	106181	https://cdn.myanimelist.net/images/anime/9/77839.jpg	{}	False
694	Canvas 2: Niji-iro no Sketch	Fall 2005	{'Comedy', 'Drama', 'Romance', 'Slice of Life'}	TV	24	6.84	22423	https://cdn.myanimelist.net/images/anime/6/74076.jpg	{}	False
11457	Chibi☆Devi!	Fall 2011	{'Fantasy', 'Shoujo', 'Supernatural'}	TV	75	6.84	10579	https://cdn.myanimelist.net/images/anime/6/35927.jpg	{}	False
35983	Harukana Receive	Summer 2018	{'Slice of Life', 'Sports'}	TV	12	6.84	56289	https://cdn.myanimelist.net/images/anime/1924/95212.jpg	{}	False
31068	Hime Chen! Otogi Chikku Idol Lilpri (2011)	Spring 2011	{'Magic', 'Shoujo'}	TV	51	6.84	962	https://cdn.myanimelist.net/images/anime/3/74658.jpg	{}	False
36982	Micchiri Neko	Winter 2018	{'Comedy', 'Kids'}	TV	39	6.84	5120	https://cdn.myanimelist.net/images/anime/7/89947.jpg	{}	False
2613	Mirai Shounen Conan 2: Taiga Daibouken	Fall 1999	{'Adventure', 'Drama', 'Sci-Fi'}	TV	24	6.85	1386	https://cdn.myanimelist.net/images/anime/12/40015.jpg	{}	False
2231	Miyuki	Spring 1983	{'Romance', 'School', 'Shounen'}	TV	37	6.84	2207	https://cdn.myanimelist.net/images/anime/8/50245.jpg	{}	False
13201	Monster Farm: Legend e no Michi	Spring 2000	{'Action', 'Adventure', 'Comedy', 'Fantasy'}	TV	25	6.84	10090	https://cdn.myanimelist.net/images/anime/8/48023.jpg	{1469}	False
34034	Pokemon Sun & Moon	Fall 2016	{'Action', 'Game', 'Kids', 'Fantasy', 'School'}	TV		6.84	36655	https://cdn.myanimelist.net/images/anime/11/84673.jpg	{31592}	False
623	Shichinin no Nana	Winter 2002	{'Adventure', 'Comedy', 'Magic', 'Romance', 'School'}	TV	25	6.84	4007	https://cdn.myanimelist.net/images/anime/4/35193.jpg	{}	False
2965	Suteki Tantei Labyrinth	Fall 2007	{'Mystery', 'Sci-Fi'}	TV	25	6.84	7712	https://cdn.myanimelist.net/images/anime/2/17592.jpg	{}	False
31430	Terra Formars Revenge	Spring 2016	{'Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen'}	TV	13	6.84	58781	https://cdn.myanimelist.net/images/anime/9/78566.jpg	{22687}	False
1703	Tokyo Tribe 2	Fall 2006	{'Action', 'Drama'}	TV	13	6.84	7533	https://cdn.myanimelist.net/images/anime/12/50493.jpg	{}	False
965	Yoshinaga-san'chi no Gargoyle	Spring 2006	{'Comedy', 'Fantasy', 'Slice of Life'}	TV	13	6.84	3794	https://cdn.myanimelist.net/images/anime/4/21072.jpg	{}	False
1550	Attack No.1	Winter 1970	{'Drama', 'Shoujo', 'Sports'}	TV	104	6.83	5470	https://cdn.myanimelist.net/images/anime/13/59517.jpg	{}	False
1893	Azuki-chan	Spring 1995	{'Comedy', 'Romance', 'Shoujo', 'Slice of Life'}	TV	117	6.84	1883	https://cdn.myanimelist.net/images/anime/7/10653.jpg	{}	False
12549	Dakara Boku wa, H ga Dekinai.	Summer 2012	{'Comedy', 'Ecchi', 'Romance', 'Supernatural'}	TV	12	6.83	262721	https://cdn.myanimelist.net/images/anime/4/75102.jpg	{}	False
9330	Dragon Crisis!	Winter 2011	{'Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural'}	TV	12	6.83	127260	https://cdn.myanimelist.net/images/anime/8/50311.jpg	{}	False
1082	Hikari to Mizu no Daphne	Winter 2004	{'Sci-Fi', 'Mystery', 'Comedy', 'Police', 'Psychological', 'Drama', 'Ecchi'}	TV	24	6.83	10778	https://cdn.myanimelist.net/images/anime/7/49131.jpg	{}	False
1721	Hitohira	Spring 2007	{'Drama', 'Romance', 'School', 'Seinen', 'Slice of Life'}	TV	12	6.83	16471	https://cdn.myanimelist.net/images/anime/9/23639.jpg	{}	False
4262	Koihime†Musou	Summer 2008	{'Action', 'Adventure', 'Historical', 'Ecchi', 'Martial Arts', 'Fantasy'}	TV	12	6.83	38374	https://cdn.myanimelist.net/images/anime/4/20740.jpg	{}	False
860	Makai Senki Disgaea	Spring 2006	{'Action', 'Comedy', 'Demons', 'Fantasy', 'Magic'}	TV	12	6.83	35737	https://cdn.myanimelist.net/images/anime/5/11816.jpg	{}	False
5091	Manga Sarutobi Sasuke	Fall 1979	{'Adventure', 'Comedy', 'Historical', 'Supernatural'}	TV	24	6.82	828	https://cdn.myanimelist.net/images/anime/11/57257.jpg	{}	False
2933	Mirai Keisatsu Urashiman	Winter 1983	{'Action', 'Sci-Fi', 'Comedy', 'Police'}	TV	50	6.83	1273	https://cdn.myanimelist.net/images/anime/1605/91989.jpg	{}	False
1243	Night Head Genesis	Summer 2006	{'Sci-Fi', 'Mystery', 'Psychological', 'Supernatural', 'Drama'}	TV	24	6.84	24240	https://cdn.myanimelist.net/images/anime/9/23626.jpg	{}	False
2826	Oz no Mahoutsukai (1986)	Fall 1986	{'Adventure', 'Kids', 'Fantasy'}	TV	52	6.83	1406	https://cdn.myanimelist.net/images/anime/13/64339.jpg	{}	False
5201	Salad Juu Yuushi Tomatoman	Spring 1992	{'Adventure', 'Comedy'}	TV	50	6.83	646	https://cdn.myanimelist.net/images/anime/4/32445.jpg	{}	False
1882	Sasami: Mahou Shoujo Club 2	Fall 2006	{'Fantasy', 'Magic', 'School'}	TV	13	6.83	2983	https://cdn.myanimelist.net/images/anime/7/5649.jpg	{1881}	False
4332	Seigi wo Aisuru Mono Gekkou Kamen	Winter 1972	{'Action', 'Mystery'}	TV	39	6.84	468	https://cdn.myanimelist.net/images/anime/3/31675.jpg	{}	False
17211	Shouwa Ahozoushi Akanuke Ichiban!	Fall 1985	{'Comedy', 'Shoujo'}	TV	22	6.83	505	https://cdn.myanimelist.net/images/anime/4/45967.jpg	{}	False
18121	Teekyuu 2	Summer 2013	{'Comedy', 'School', 'Shounen', 'Sports'}	TV	12	6.83	22758	https://cdn.myanimelist.net/images/anime/8/73504.jpg	{15125}	False
3159	The Kabocha Wine	Summer 1982	{'Slice of Life', 'Comedy', 'Romance', 'School'}	TV	95	6.82	1591	https://cdn.myanimelist.net/images/anime/2/26634.jpg	{}	False
1127	UFO Princess Valkyrie	Summer 2002	{'Comedy', 'Ecchi', 'Magic', 'Sci-Fi'}	TV	12	6.83	14778	https://cdn.myanimelist.net/images/anime/4/22373.jpg	{}	False
14355	Yama no Susume	Winter 2013	{'Adventure', 'Slice of Life', 'Comedy'}	TV	12	6.83	48187	https://cdn.myanimelist.net/images/anime/7/75525.jpg	{}	False
28833	Chain Chronicle: Haecceitas no Hikari	Winter 2017	{'Action', 'Adventure', 'Fantasy', 'Magic'}	TV	12	6.82	67699	https://cdn.myanimelist.net/images/anime/10/83740.jpg	{25431}	False
1068	Chou Denji Robo Combattler V	Spring 1976	{'Sci-Fi', 'Adventure', 'Mecha', 'Shounen'}	TV	54	6.82	1972	https://cdn.myanimelist.net/images/anime/13/15513.jpg	{}	False
296	Dragon Drive	Summer 2002	{'Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'School', 'Shounen'}	TV	38	6.82	17656	https://cdn.myanimelist.net/images/anime/1/2214.jpg	{}	False
32901	Eromanga-sensei	Spring 2017	{'Comedy', 'Drama', 'Romance', 'Ecchi'}	TV	12	6.82	319471	https://cdn.myanimelist.net/images/anime/2/86468.jpg	{}	False
8536	Fortune Arterial: Akai Yakusoku	Fall 2010	{'Comedy', 'Romance', 'School', 'Supernatural', 'Vampire'}	TV	12	6.82	90000	https://cdn.myanimelist.net/images/anime/11/26876.jpg	{}	False
35757	Gin no Guardian II	Winter 2018	{'Adventure', 'Fantasy'}	TV	6	6.82	31853	https://cdn.myanimelist.net/images/anime/1187/98912.jpg	{32936}	False
12481	Gregory Horror Show: The Second Guest	Spring 2000	{'Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire'}	TV	25	6.82	1045	https://cdn.myanimelist.net/images/anime/3/35057.jpg	{6069}	False
18495	Kitakubu Katsudou Kiroku	Summer 2013	{'Comedy', 'School', 'Slice of Life'}	TV	12	6.82	37864	https://cdn.myanimelist.net/images/anime/9/59639.jpg	{}	False
24629	Koufuku Graffiti	Winter 2015	{'Slice of Life', 'Comedy', 'Seinen'}	TV	12	6.82	60690	https://cdn.myanimelist.net/images/anime/4/71963.jpg	{}	False
5235	Live On Cardliver Kakeru	Fall 2008	{'Game', 'Fantasy'}	TV	51	6.82	739	https://cdn.myanimelist.net/images/anime/9/21028.jpg	{}	False
1502	Mahou Shoujo Pretty Sammy (1996)	Fall 1996	{'Comedy', 'Parody', 'Magic', 'Fantasy', 'Seinen'}	TV	26	6.82	4804	https://cdn.myanimelist.net/images/anime/11/19979.jpg	{}	False
3836	Meiken Jolie	Spring 1981	{'Adventure', 'Historical'}	TV	52	6.82	1513	https://cdn.myanimelist.net/images/anime/8/22959.jpg	{}	False
33433	Shuumatsu no Izetta	Fall 2016	{'Action', 'Historical', 'Military'}	TV	12	6.82	127467	https://cdn.myanimelist.net/images/anime/7/82119.jpg	{}	False
21845	Ushinawareta Mirai wo Motomete	Fall 2014	{'Sci-Fi', 'Drama', 'Romance', 'School'}	TV	12	6.82	66021	https://cdn.myanimelist.net/images/anime/10/66637.jpg	{}	False
4657	Arad Senki: Slap Up Party	Spring 2009	{'Action', 'Adventure', 'Comedy', 'Fantasy'}	TV	26	6.81	12865	https://cdn.myanimelist.net/images/anime/9/20760.jpg	{}	False
34077	Cardfight!! Vanguard G: Next	Fall 2016	{'Action', 'Game', 'Shounen'}	TV	52	6.81	4712	https://cdn.myanimelist.net/images/anime/13/82028.jpg	{32802}	False
32483	Cheer Danshi!!	Summer 2016	{'Sports', 'Drama', 'School'}	TV	12	6.81	42436	https://cdn.myanimelist.net/images/anime/7/80360.jpg	{}	False
3690	Chou Hatsumei Boy Kanipan	Winter 1999	{'Adventure', 'Comedy', 'Mecha', 'Romance'}	TV	21	6.81	613	https://cdn.myanimelist.net/images/anime/6/28019.jpg	{3689}	False
3519	Garakuta-doori no Stain	Winter 2003	{'Comedy'}	TV	13	6.8	844	https://cdn.myanimelist.net/images/anime/11/67227.jpg	{}	False
2494	Goshuushou-sama Ninomiya-kun	Fall 2007	{'Harem', 'Comedy', 'Ecchi', 'Fantasy'}	TV	12	6.81	78003	https://cdn.myanimelist.net/images/anime/6/75603.jpg	{}	False
318	Hand Maid May	Summer 2000	{'Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi'}	TV	10	6.81	22290	https://cdn.myanimelist.net/images/anime/9/60995.jpg	{}	False
2598	Juusenki L-Gaim	Winter 1984	{'Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha', 'Shounen'}	TV	54	6.81	3366	https://cdn.myanimelist.net/images/anime/3/46129.jpg	{}	False
34964	Killing Bites	Winter 2018	{'Action', 'Ecchi', 'Sci-Fi', 'Seinen'}	TV	12	6.81	88752	https://cdn.myanimelist.net/images/anime/13/90087.jpg	{}	False
273	Mahoutsukai ni Taisetsu na Koto	Winter 2003	{'Slice of Life', 'Drama', 'Magic', 'Shounen'}	TV	12	6.81	19339	https://cdn.myanimelist.net/images/anime/13/2597.jpg	{}	False
7590	Mayoi Neko Overrun!	Spring 2010	{'Comedy', 'Harem', 'Romance'}	TV	13	6.81	100602	https://cdn.myanimelist.net/images/anime/10/23770.jpg	{}	False
37964	Mayonaka no Occult Koumuin	Spring 2019	{'Mystery', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo'}	TV		6.82	15933	https://cdn.myanimelist.net/images/anime/1859/100448.jpg	{}	False
5249	Mitsume ga Tooru	Fall 1990	{'Adventure'}	TV	48	6.81	606	https://cdn.myanimelist.net/images/anime/1247/96686.jpg	{}	False
5395	Nekketsu Saikyou Go-Saurer	Spring 1993	{'Action', 'Sci-Fi', 'Mecha'}	TV	51	6.81	689	https://cdn.myanimelist.net/images/anime/1752/92199.jpg	{}	False
28819	Okusama ga Seitokaichou!	Summer 2015	{'Comedy', 'Ecchi', 'Romance', 'School', 'Shounen'}	TV	12	6.81	160091	https://cdn.myanimelist.net/images/anime/12/75012.jpg	{}	False
31716	Rewrite	Summer 2016	{'Action', 'Comedy', 'Supernatural', 'Romance', 'School'}	TV	13	6.81	136501	https://cdn.myanimelist.net/images/anime/1827/92122.jpg	{}	False
10346	Ring ni Kakero 1: Sekai Taikai-hen	Spring 2011	{'Sports'}	TV	6	6.81	858	https://cdn.myanimelist.net/images/anime/6/75841.jpg	{7793}	False
26395	Teekyuu 4	Spring 2015	{'Comedy', 'Shounen', 'Sports'}	TV	12	6.81	15575	https://cdn.myanimelist.net/images/anime/10/73472.jpg	{20473}	False
30567	Teekyuu 5	Summer 2015	{'Comedy', 'Shounen', 'Sports'}	TV	12	6.81	13431	https://cdn.myanimelist.net/images/anime/9/75010.jpg	{26395}	False
1218	Tonagura!	Summer 2006	{'Comedy', 'Drama', 'Ecchi', 'Romance', 'School'}	TV	13	6.81	37771	https://cdn.myanimelist.net/images/anime/1/1218.jpg	{}	False
2316	Akakichi no Eleven	Spring 1970	{'Sports'}	TV	52	6.79	1333	https://cdn.myanimelist.net/images/anime/4/23205.jpg	{}	False
886	Amaenaide yo!! Katsu!!	Winter 2006	{'Comedy', 'Ecchi', 'Harem', 'Romance', 'Supernatural'}	TV	12	6.8	40157	https://cdn.myanimelist.net/images/anime/2/15153.jpg	{591}	False
5311	Astroganger	Fall 1972	{'Action', 'Mecha', 'Sci-Fi'}	TV	26	6.8	769	https://cdn.myanimelist.net/images/anime/5/57971.jpg	{}	False
495	Bakuretsu Hunters	Fall 1995	{'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural'}	TV	26	6.8	14286	https://cdn.myanimelist.net/images/anime/1607/96463.jpg	{}	False
288	Bakuten Shoot Beyblade	Winter 2001	{'Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen'}	TV	51	6.8	68193	https://cdn.myanimelist.net/images/anime/11/21118.jpg	{}	False
2964	Blue Drop: Tenshi-tachi no Gikyoku	Fall 2007	{'Sci-Fi', 'Drama', 'Shoujo Ai'}	TV	13	6.8	24012	https://cdn.myanimelist.net/images/anime/3/50485.jpg	{}	False
16355	Dansai Bunri no Crime Edge	Spring 2013	{'Action', 'Romance', 'Fantasy', 'Seinen'}	TV	13	6.8	80839	https://cdn.myanimelist.net/images/anime/10/52137.jpg	{}	False
2814	Dondon Domeru to Ron	Spring 1988	{'Comedy', 'Kids'}	TV	52	6.79	707	https://cdn.myanimelist.net/images/anime/8/3880.jpg	{}	False
487	Girls Bravo: Second Season	Winter 2005	{'Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen'}	TV	13	6.8	70093	https://cdn.myanimelist.net/images/anime/7/20149.jpg	{241}	False
31629	Granblue Fantasy The Animation	Spring 2017	{'Adventure', 'Fantasy'}	TV	13	6.8	95703	https://cdn.myanimelist.net/images/anime/2/81630.jpg	{}	False
33948	Hinako Note	Spring 2017	{'Slice of Life', 'Comedy'}	TV	12	6.8	58666	https://cdn.myanimelist.net/images/anime/2/84858.jpg	{}	False
12963	Jewelpet Kira☆Deco!	Spring 2012	{'Fantasy', 'Magic', 'Shoujo'}	TV	52	6.8	2232	https://cdn.myanimelist.net/images/anime/12/37643.jpg	{10359}	False
33018	Katsugeki/Touken Ranbu	Summer 2017	{'Action', 'Fantasy', 'Historical', 'Samurai'}	TV	13	6.8	79142	https://cdn.myanimelist.net/images/anime/12/87984.jpg	{}	False
37458	Kyoto Teramachi Sanjou no Holmes	Summer 2018	{'Mystery'}	TV	12	6.8	30957	https://cdn.myanimelist.net/images/anime/1304/92930.jpg	{}	False
5953	Mahou no Princess Minky Momo: Yume wo Dakishimete	Fall 1991	{'Magic', 'Shoujo'}	TV	62	6.8	1315	https://cdn.myanimelist.net/images/anime/11/13201.jpg	{}	False
33788	Marginal#4: Kiss kara Tsukuru Big Bang	Winter 2017	{'Music', 'Comedy', 'School'}	TV	12	6.8	11327	https://cdn.myanimelist.net/images/anime/10/83799.jpg	{}	False
4411	Mirai Robo Daltanias	Spring 1979	{'Sci-Fi', 'Space', 'Mecha'}	TV	47	6.8	845	https://cdn.myanimelist.net/images/anime/12/52299.jpg	{}	False
3827	Ore wa Teppei	Fall 1977	{'Action', 'Shounen', 'Sports'}	TV	28	6.8	873	https://cdn.myanimelist.net/images/anime/1026/90306.jpg	{}	False
1597	Panyo Panyo Di Gi Charat	Winter 2002	{'Comedy'}	TV	48	6.8	3938	https://cdn.myanimelist.net/images/anime/1970/97598.jpg	{}	False
25859	Re-Kan!	Spring 2015	{'Comedy', 'Supernatural', 'School', 'Seinen'}	TV	13	6.8	46998	https://cdn.myanimelist.net/images/anime/11/72544.jpg	{}	False
6056	Sasuke	Fall 1968	{'Action', 'Martial Arts', 'Historical', 'Shounen'}	TV	29	6.8	694	https://cdn.myanimelist.net/images/anime/4/30805.jpg	{}	False
605	Tenshi ni Narumon!	Spring 1999	{'Comedy', 'Romance', 'Vampire', 'Fantasy'}	TV	26	6.8	5038	https://cdn.myanimelist.net/images/anime/1671/94180.jpg	{}	False
1675	Transformers Micron Densetsu	Winter 2003	{'Action', 'Mecha', 'Sci-Fi', 'Shounen'}	TV	52	6.8	6372	https://cdn.myanimelist.net/images/anime/5/73871.jpg	{}	False
37920	Ueno-san wa Bukiyou	Winter 2019	{'Comedy', 'Romance', 'Seinen'}	TV	12	6.8	45323	https://cdn.myanimelist.net/images/anime/1276/96178.jpg	{}	False
688	Uta Kata	Fall 2004	{'Drama', 'Magic'}	TV	12	6.8	19557	https://cdn.myanimelist.net/images/anime/3/25392.jpg	{}	False
5505	Viper's Creed	Winter 2009	{'Action', 'Military', 'Sci-Fi'}	TV	12	6.8	8435	https://cdn.myanimelist.net/images/anime/10/56471.jpg	{}	False
3761	Wanwan Sanjuushi	Fall 1981	{'Adventure', 'Historical'}	TV	26	6.8	1833	https://cdn.myanimelist.net/images/anime/5/22968.jpg	{}	False
447	Weiß Kreuz	Spring 1998	{'Action', 'Drama', 'Shounen'}	TV	25	6.8	14914	https://cdn.myanimelist.net/images/anime/13/23697.jpg	{}	False
36793	3D Kanojo: Real Girl	Spring 2018	{'Romance', 'School', 'Shoujo'}	TV	12	6.79	113818	https://cdn.myanimelist.net/images/anime/1327/93616.jpg	{}	False
3193	Asobot Senki Gokuu	Fall 2002	{'Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Shounen'}	TV	52	6.8	2286	https://cdn.myanimelist.net/images/anime/3/5030.jpg	{}	False
32664	Bananya	Summer 2016	{'Slice of Life', 'Comedy', 'Kids'}	TV	13	6.79	39308	https://cdn.myanimelist.net/images/anime/11/80200.jpg	{}	False
34901	Beyblade Burst God	Spring 2017	{'Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen'}	TV	51	6.79	3217	https://cdn.myanimelist.net/images/anime/12/84704.jpg	{31049}	False
293	Di Gi Charat	Fall 1999	{'Comedy', 'Fantasy', 'Sci-Fi'}	TV	16	6.79	14813	https://cdn.myanimelist.net/images/anime/6/18815.jpg	{1597}	False
12471	Eureka Seven AO	Spring 2012	{'Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi'}	TV	24	6.79	71875	https://cdn.myanimelist.net/images/anime/11/36313.jpg	{237}	False
37140	Gegege no Kitarou (2018)	Spring 2018	{'Comedy', 'Supernatural', 'Demons', 'Shounen'}	TV		6.79	27723	https://cdn.myanimelist.net/images/anime/1554/99658.jpg	{}	False
297	Grenadier: Hohoemi no Senshi	Fall 2004	{'Action', 'Ecchi', 'Adventure', 'Comedy', 'Shounen'}	TV	12	6.79	44623	https://cdn.myanimelist.net/images/anime/6/11968.jpg	{}	False
646	Haunted Junction	Spring 1997	{'Comedy', 'Supernatural', 'School', 'Shounen'}	TV	12	6.79	3153	https://cdn.myanimelist.net/images/anime/1163/94507.jpg	{}	False
33421	Hitori no Shita: The Outcast	Summer 2016	{'Action', 'Super Power', 'Supernatural'}	TV	12	6.79	73799	https://cdn.myanimelist.net/images/anime/12/80346.jpg	{}	False
4050	Kouchuu Ouja Mushiking: Mori no Tami no Densetsu	Spring 2005	{'Fantasy'}	TV	52	6.79	1940	https://cdn.myanimelist.net/images/anime/6/23618.jpg	{}	False
25939	Mahou Shoujo Lyrical Nanoha ViVid	Spring 2015	{'Action', 'Adventure', 'Magic', 'Martial Arts'}	TV	12	6.79	18114	https://cdn.myanimelist.net/images/anime/9/72718.jpg	{1915}	False
28817	Mikagura Gakuen Kumikyoku (TV)	Spring 2015	{'Action', 'Comedy', 'School', 'Shoujo Ai'}	TV	12	6.79	66478	https://cdn.myanimelist.net/images/anime/6/73590.jpg	{}	False
34580	Nana Maru San Batsu	Summer 2017	{'Game', 'School', 'Seinen'}	TV	12	6.79	52562	https://cdn.myanimelist.net/images/anime/9/86731.jpg	{}	False
32603	Okusama ga Seitokaichou!+!	Fall 2016	{'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen'}	TV	12	6.79	88976	https://cdn.myanimelist.net/images/anime/8/82409.jpg	{28819, 31980}	False
9922	Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.	Spring 2011	{'Comedy', 'Drama', 'Ecchi', 'Harem', 'Romance'}	TV	12	6.79	66920	https://cdn.myanimelist.net/images/anime/9/75449.jpg	{}	False
23209	Sora no Method	Fall 2014	{'Slice of Life', 'Drama', 'Fantasy', 'School'}	TV	13	6.79	69734	https://cdn.myanimelist.net/images/anime/10/62485.jpg	{}	False
19919	Tesagure! Bukatsumono	Fall 2013	{'Parody', 'School', 'Slice of Life'}	TV	12	6.79	9026	https://cdn.myanimelist.net/images/anime/8/56211.jpg	{}	False
8189	The World of Golden Eggs	Winter 2005	{'Comedy', 'Parody'}	TV	26	6.79	491	https://cdn.myanimelist.net/images/anime/12/20808.jpg	{}	False
924	Transformers: Choujin Master Force	Spring 1988	{'Adventure', 'Mecha', 'Sci-Fi', 'Shounen'}	TV	43	6.79	2056	https://cdn.myanimelist.net/images/anime/1437/92789.jpg	{925}	False
10513	Usavich IV	Spring 2011	{'Comedy'}	TV	13	6.78	2133	https://cdn.myanimelist.net/images/anime/7/54015.jpg	{5397}	False
9624	30-sai no Hoken Taiiku	Spring 2011	{'Ecchi', 'Parody', 'Romance', 'Seinen'}	TV	12	6.78	45661	https://cdn.myanimelist.net/images/anime/2/81172.jpg	{}	False
3835	Ai no Gakkou Cuore Monogatari	Spring 1981	{'Slice of Life', 'Historical', 'Drama', 'School'}	TV	26	6.78	1435	https://cdn.myanimelist.net/images/anime/10/6839.jpg	{}	False
2221	Aishite Knight	Spring 1983	{'Comedy', 'Romance', 'Shoujo'}	TV	42	6.78	5301	https://cdn.myanimelist.net/images/anime/7/30629.jpg	{}	False
6166	Asobi ni Iku yo!	Summer 2010	{'Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi'}	TV	12	6.78	133318	https://cdn.myanimelist.net/images/anime/7/75583.jpg	{}	False
37283	Beyblade Burst Chouzetsu	Spring 2018	{'Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen'}	TV	51	6.78	1852	https://cdn.myanimelist.net/images/anime/1086/91130.jpg	{34901}	False
1123	Bouken Ou Beet Excellion	Fall 2005	{'Adventure', 'Fantasy', 'Shounen', 'Supernatural'}	TV	25	6.78	6080	https://cdn.myanimelist.net/images/anime/4/21570.jpg	{8}	False
34382	Citrus	Winter 2018	{'Drama', 'Romance', 'School', 'Shoujo Ai'}	TV	12	6.78	208125	https://cdn.myanimelist.net/images/anime/11/89985.jpg	{}	False
31147	Concrete Revolutio: Choujin Gensou	Fall 2015	{'Action', 'Demons', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Super Power', 'Supernatural'}	TV	13	6.78	65178	https://cdn.myanimelist.net/images/anime/3/76143.jpg	{}	False
1629	Devilman Lady	Fall 1998	{'Action', 'Psychological', 'Drama', 'Horror'}	TV	26	6.78	13592	https://cdn.myanimelist.net/images/anime/2/18370.jpg	{}	False
563	DNA²	Fall 1994	{'Comedy', 'Romance', 'Sci-Fi'}	TV	12	6.78	30034	https://cdn.myanimelist.net/images/anime/1317/95422.jpg	{}	False
8503	Fushigi Mahou Fun Fun Pharmacy	Winter 1998	{'Kids', 'Magic'}	TV	48	6.79	1491	https://cdn.myanimelist.net/images/anime/3/49799.jpg	{}	False
7619	Gegege no Kitarou (1996)	Winter 1996	{'Adventure', 'Demons', 'Supernatural'}	TV	114	6.79	1772	https://cdn.myanimelist.net/images/anime/6/27401.jpg	{}	False
3689	Hatsumei Boy Kanipan	Summer 1998	{'Sci-Fi', 'Adventure', 'Comedy', 'Mecha'}	TV	31	6.78	557	https://cdn.myanimelist.net/images/anime/3/46389.jpg	{}	False
17919	Houkago no Pleiades (TV)	Spring 2015	{'Magic', 'Space'}	TV	12	6.78	26900	https://cdn.myanimelist.net/images/anime/5/73434.jpg	{}	False
2556	Jungle Taitei (1989)	Fall 1989	{'Adventure', 'Drama'}	TV	52	6.78	2609	https://cdn.myanimelist.net/images/anime/6/75997.jpg	{}	False
7148	Ladies versus Butlers!	Winter 2010	{'Harem', 'Comedy', 'Romance', 'Ecchi', 'School'}	TV	12	6.78	136480	https://cdn.myanimelist.net/images/anime/7/75252.jpg	{}	False
